Address,Building,Organization
第二排,,梅西医院对面南奥卫浴厂
党益路群益,,汤姆酒店
百花洞村,,宝德青年公寓
汪家埭,,请送上来
梅林湾,,楼仓库收麻烦纸上填写您的旺旺名手机号码以及订单编号方便我们能第一时间处理
港口镇,,杭州天瑞印染有限公司
盛乐村七组,,世御科技
尖湖村,,红山文化中心交警警务室
横蓬工业园区,,杭州中燃
明湖园,,零点网吧
新农都市,,航峰宾馆东侧
世纪晶钻,,，凯利纺织厂
萧山店,,萧山同济科技职业学院
藕湖浜社区,,美之园美林苑
新塘头,,金马金致大酒店
新发村二组,,万商汇电子市场
帝景商业街,,浙江新锦绣数码技术有限公司
涡岭草岭路东,,华瑞晴庐商业街
（峡山头村,,腾途装饰
瓜沥沙,,萧五中对面浙江建工项目部
新湾新市场,,大王椰木业有限公司
横筑塘村,,奥洁卫浴内
中原区,,中新百货西
莲湖南路,,杭州易帆车业有限公司
西河沈村,,（金马婚庆）
党上张潭村,,悍马路易备汽车用品有限公司
，东潘路,,东南网架集团
交戚枫路,,杭州江东内燃机配件有限公司（新厂门卫）
陈家片,,旁新农贸市场
金域兰亭,,，小丁铛零食水果店
学知,,陆顺冷库百世快递
朱家塔,,钱江二桥边林之语小区流翠苑
江景园小区,,临江佳苑东风裕隆员工宿舍
潘水南,,卓艺卫浴设备有限公司
隆兴和,,萧山区白蚁防治研究所传达室
杨汛村,,捷西制品有限公司
新润社区,,金凯纺织一号楼
赤坎工业区,,赵家湾市场
科创大道路,,（信用合作社旁百合内衣对面服装店
老虎洞,,高教园区
汽车站,,进小巷看门牌即可
戈雅公寓,,杭州德盛宾馆有限公司
衙前路北侧,,凤凰实业
通恵路,,金安驾校食堂
老屋村,,赭山蜜果奶茶店
第一工业园区,,八号万向系统公司
华仁凤,,新林周东南网架南面
村大岩村,,浙江凌云化工有限公司
黄家河社区,,杭州顺和轨道交通新材料有限公司
孔家埠,,中策橡胶
泗化村,,井头王卡玛尼理发店
沈家渡村,,浙江世纪装饰建材市场
大泥村临,,浙江欣达电力钢管有限公司
海北路,,杭可科技
白堰村,,中铁城建集团项目部
永久桥,,萧山庆丰纺织印染有限公司
坎山荣新路,,（浙江沃坦科水暖设备有限公司
六工段明兴,,杭州金骆五金有限公司
湖中路,,英冠水天城警务室（万向中学向西
环镇南路,,新塘科创园微公交租赁点
楼塔镇管村村,,钱江印染化工有限公司（精品新车间）
部队中心,,镇第三小学
南兴西区,,雷迪森铂丽大饭店
田头村,,（必须填写淘宝用户名，订单编号跟商品一起发回，退货单号保存好，没单号一律不处理，拒收到付）
镇南路,,（华都医疗）
钱江国,,汇维仕永盛染整有限公司
五金工业园区,,滨盛东方海岸通达工地大门
新区西,,（亲亲天使婴儿游泳馆
继来路,,红山农场垦辉六路一号九州通集团杭州有限公司
金蜂一路,,杭州萧山水利建筑工程有限公司
上马石,,荣丰纺织厂
灯朗张村,,专卖店修理台
牡丹苑,,杭州自立汽车底盘部件有限公司
火车站,,创慧园宾馆吧台
东信莱茵园,,华东分拨中心二期
通恵南路,,尖山，径游，肯莱特鞋业有限公司
滨江区,,四翔村冠佑纺织有限公司
大涌镇,,东南网架
湖头陈湖园二路,,福恩汽修
荣庄新区西,,营销总部
虎门港,,娇时日化
兴盛路,,君悦丽景（请直接放物业处或放丰巢快递柜）
供秀路,,萧越热电有限公司
井泉苑杭州,,教育技术中心
水厂南路,,车间一
牌轩下,,秋水伊人
四翔村翔凤,,聚优超市
宁中路,,萧山二职内
浦南四叉,,，奥展实业有限公司
党山碧苑新村,,卡斯马星乔瑞汽车系统（杭州）有限公司
黄家桥,,座四楼产后修复
横蓬村横,,与横一线交口，义蓬购物中心
萧山去,,杭州永磁集团
银隆百货,,保亿中心吧座
河南路,,清和浴室
金家埭社区,,，中国电信
联丰三村,,双兔新材料
白鹿塘村,,八戒印刷
庵大路,,城市生活广场三层海底捞火锅
、萧山区,,（毛菇小象私人件）
，仓储部,,杭州华阳纺织有限公司
北塘河,,新街羽绒一楼
行头村许家,,万向进出口有限公司
通惠丽港,,杭州萧山江南印铁制罐有限公司
益农村,,民丰村溪水池
文里头村中片,,美恒纺织
凰城,,第三高级中学历史组
信源村,,海德世拉索系统有限公司
盈丰村,,永磁集团
河景路,,三分厂
电子城,,开元萧山宾馆里面贵宾通道一楼《和泉料理》
峙山东路,,义蓬镇义蓬购物中心
坎山振兴路,,睿阁形象理发店
四季大道,,义桥商贸中心
新民市,,，佳境天城以西
揽江苑,,（育苗小学往东池塘边）
大西村,,义蓬镇政府北面大华建设项目部
原党山镇,,（通用电气杭州能源公司
金泰苑社区,,（科炬实业公司
场西北,,湘湖人家湘滨苑
前进中心路,,老地方土菜馆（杭州生态园大石头对面
新小区,,吟龙村兴惠集团
萧山城厢,,宁牧村委南面经济适用房
石竹新,,我爱我车
新大桥西侧,,栋明亨家具厂
帝景苑,,大王椰地板
座写字楼,,（杭州青云控股集团公司
建设学院,,萧山国际机场货站
罗峰新村,,惠新厂
三新路,,萧山区第二人民医院超声科
红垦农场红灿路,,白浪村九中西大门杰暄汽修
景鸿苑,,钱龙电商园
振宁西路,,欢潭（傅家）钱江印刷制版厂
江新村,,南阳康奇乐洁具厂
路学久路,,杭州四通泵业有限公司
原南三路,,宁围农业大厦市民中心
新区东,,浙江中纺控股集团
高新技术产业园区,,，紧商科技股份有限公司
凤坞村和,,，柯尼拉制衣有限公司
建设路,,沁茵园
综合市场,,浙江万向精工有限公司
靖中路,,山茉址村亚宝汽修
山里沈片,,编码必须在运单和清单上出
联华新村沙河,,若退货请用普通快递，拒收到付件、平邮件，包裹里附纸条写明买家信息）寄出后退款里填退货单号哦
楼塔开发区,,萧越染织有限公司二分厂
翔凤路,,钱江印染化工有限公司东大门
温塘横岭,,永彰电子
坎山光明,,城管执法中队
红垦三号桥,,恒星集团
伟南桥社区,,雅马哈乐器有限公司
大江东新,,万江大莲塘工业区穂辉百货
狮子桥弄,,横塘金云飞路杭州明辉玻璃有限公司
湘莼村,,连忠机械
（下湘湖路,,街道小泗埠横路圣创铝压机械有限公司
苏家潭,,新富杭州新星减速机厂
江湾绿苑,,金字塔
诗山西路,,戈雅公寓街
路东社区,,定邦地产
捞湖村,,鼎全广告有限公司
小石桥社区,,萧山市北公寓
佛新村,,国顺实业内腾航机械
长北小区,,浙江联达控股集团有限公司
萧山戴村镇,,南小桥远大美娟店
顺坝村九组,,宁泰家园二幢三单元
黎明村,,永润鞋业公司
传达室,,杭州元来网络科技有限公司
园六路,,恒源客房
新农都新盛村,,（原潘山村上潘山）
临江家苑,,捕网信息技术有限公司
。肖西路,,浙江万翔寝具制品有限公司进出口部
远大村南阳,,浙江航民实业集团公司
顾家家居,,黎贝岭兴市街市场对面八巷蔡记隆江猪脚饭
泉水村,,村村委会前，舒普卫浴有限公司
紫霞村麻园,,义桥街鸡鹅弄堂
办事服务中心,,新桥红豆网吧附近
山五工业园,,区野猫货运部
新河口村,,临江商贸城裕隆员工宿舍
新中路,,）雅尚阁客房
大树下,,航峰宾馆向北
高薪三路,,米畅畅超市
，城厢街道,,通达管业有限公司
创业园,,（东）
汇德隆,,瓜沥邮政局
地下城,,（利君制衣对面
临江纬五路,,浙江华汇机械装备有限公司
都市广厦,,金顺废旧物资回收有限公司
、经六路,,台铃电动车有限公司
桥南高新,,青年活动中心
锋超车业,,三益线邮政处理中心北面龙奥房地产后面宝业项目部
众联村,,（杭州发达齿轮箱集团有限公司
永翔新村,,（义蓬地税分局）
电脑城,,灯饰会所
交界口,,坎山新凉亭大转盘金利源板材内（兴海地板批发中心
经济贸易区,,浙江高新建设有限公司融科东南海项目部
低田畈村,,旗舰店一楼
舜湖村,,浦南田头庄硅宝化工
女装园,,萧山国际机场员工集体宿舍
红山农场红文路,,博世达公司财务
湘湖初级中学,,九组欧义达机械厂
西江塘,,化工有限公司
恒隆广场,,景苑公寓
块恒盛路,,顺丰网点
下金村,,涛业建材
。万寿桥街道,,杭州泰浦进出口有限公司
云飞大道,,传化精细化工有限公司物流部订单组
六南路,,智兴印染集团有限公司
靖江青,,江南布衣电子商务部收
荣新村,,萧山农村合作银行
萧山湘湖,,天美造型
凌桥头,,和利华路交叉口江南名城
海关大楼,,羽春家纺
党山开源村,,百冠陶瓷
楼塔镇横街,,路口山水苑二期速递易
（新区）,,写上你的旺旺名
崇化南路,,杭州新生印染
萧山经济枝术开发区,,（平邮到付拒收）宝贝须保持全新哦，快递单号务必保留好
难沿埭,,组户改地
临铺镇,,顾家家居股份有限公司
垦辉9路,,必须内附清单
石马村,,康达中医医院
户三排,,银河商务中心
雀山岭,,巡特警大队一中队
山里人家旁,,坎山片区甘露亭村十组胜利直路西
中橫大道,,放电脑店
活区万向路,,靖江卫生院
前孔河沿,,湘情商务酒店
亚达,,琴山下欣园单身公寓
鲤牙塘工业,,富丽达进出口有限公司
仙家里,,新塘中心幼儿园
湾街道,,高新十路欣良仓储（别发速尔，拒签）
越秀园,,杭州大明玻璃有限公司
杭齿宿舍,,北干一苑路月桥饭店
西兴湖园二路,,浙江世纪汽车市场
滨海工业区,,钱江新村
祝家桥村,,神光电器厂
，蜀山街道,,浙江省职业建设技术学院
组宁北,,杭州萧山服装八厂
渐江省,,联发村晨瑞服饰
通慧北路,,临浦单身公寓第二栋
党山梅林村,,钱江世纪城众安嘉润公馆
团结路,,（徐童山下大石头向前
康英辉,,高雷服饰
商业城中区,,文体中心西四楼闻堰成人文化技术学校
，江东工业园区,,杭州创元羽毛有限公司
场三区,,大米粮油店
项家村,,杭州永利百合实业有限公司
南天路,,缪家村所前供电营业所
振卫路,,（开心饼屋）
宁牧村宁牧,,萧然书院（国泰花园
新安园,,潘月梅副食品店
大兴路,,。千年舟板材店
长塘旧围,,传化科技工业园
新林周村横,,党山奇观大酒店
河周路,,恒逸高新材料有限公司一号门
瓜沥坎山甘露亭,,送货前一个小时打电话
解放道,,绿都百瑞
格林郡府,,钱塘超市
朱家坛,,高新十路欣良仓储公司（拒收速尔和到付，尽量不发韵达，附发货清单）
广阳区,,麻将机厂
尚美名府,,北京银行
赵家湾,,众安假日酒店人力资源部
教工路,,南城景园南门
里江一路,,萧山第三人民医院门诊药房
联华新村会郎,,杭州萧山叉车配件有限公司
张家弄村,,杭州湾信息港启迪路
弘扬社区,,萧山风情大道东（毗邻美之园与湘湖家园），华瑞湘湖美地小区
欢潭傅家,,新江桥肯莱特鞋业有限公司
杨树下,,名爵美业。
茉莉园,,友成模具园（三工厂
戴村村,,中天通信
汀联村,,卓越印花厂
，经济开发区,,红垦农场盛达公寓
朗晴轩,,浙江航民股份有限公司
高新技术产业开发区,,座秋水伊人
下山俞,,东北水饺
张家弄,,（持续退货率
赵家墩凌家里,,德圣·博奥城
潘水,,浙江联达化纤有限公司
盛乐村六组,,盈丰路地铁口望京商务中心
横埂头,,江南百衣
同二村新区,,爱莱克公寓
联发村,,人民政府（行政中心
，衙前路,,庞涛化纤有限公司
后溪弄,,浙江亚太机电股份有限公司
烹饪系,,超越果业
东纵路,,花边市场
广宁社区,,户向公桥边上
义盛路以南,,杭州一真医疗器械有限公司
黄山工业园区,,（衙前大酒店商务楼
潇山区,,杭州萧山国际机场厦门航空住勤楼二号楼
北干工业园区,,德行汽车有限公司
丁家庄新农村,,杭州派盟家用纺织品有限公司
活园区,,新奇特
沪杭甬高速公路,,，钱塘超市
萧山宁围街道,,遇见烧货
顾家溪村平山,,新世纪广场
理想,,西尼电梯（杭州）有限公司
俊良社区,,湘师实验小学
砍山八大村,,物业办公室
党山东部,,萧山电厂
北锋路,,金利制衣有限公司
付楼村,,门口（老桥头嘉禾手机专营店
道大江东,,（杭州火炬羽绒制品有限公司
方山工业园区,,超市（中泰服饰旁
、杭州市,,七匹狼
滨江路,,石门乡白石岗村
，同兴村,,潘水我爱我车对面的沙县小吃
厦岗社区,,明怡花苑青秀城
新农都一区,,蓬小学内有人签收
下坂底村,,杭州银行萧山支行
奔竞二路,,十三房村吉达来鞋业
党山天和路,,米中信库房
新塘工业园区,,东方文化园三水一生
北六路,,移动营业厅（酒钢四中对面
城湘街道,,德邦物流
勤联村,,社区卫生服务中心输液室
阮家埭新村,,红庭宾馆
共裕村,,锦盛纺丝有限公司
党山社区,,杭州赛昂电力有限公司
东大门,,户菜场东门佳熙百货
新时代,,（杭州德弘医药有限公司
村陈村,,威尼斯广场君尚百货
景悦家苑,,湘湖农场部队省军区，浙江湘湖电器设备制造有限公司办公室
后倪村,,先临三维
公寓，,,商务英语
兴围村,,潮锦产业园
花鸟市场,,天瑞印染有限公司
头蓬河东路,,东丘针纺
坎山群谊村,,大米公寓
张神殿村,,路口熊大熊二水果店
溪头黄,,东南科研中心一楼招商银行杭州江南支行
兴裕村,,顺港饭店对面昆阳视觉（前面一家
